brand,name,ingredients,,,,,,,,,,,
Kiehls,Micro-Dose Anti-Aging Retinol Serum with Ceramides and Peptide,"WATER,GLYCERIN,BUTYLENE GLYCOL,PENTYLENE GLYCOL,NIACINAMIDE,CETYL ALCOHOL,ISOHEXADECANE,ISONONYL ISONONANOATE,DIISOPROPYL SEBACATE,2-OLEAMIDO-1,3-OCTADECANEDIOL,4-T-BUTYLCYCLOHEXANOL,ACETYL DIPEPTIDE-1 CETYL ESTER,ADENOSINE,CERAMIDE NP,HYDROXYPALMITOYL SPHINGANINE,LAUROYL LYSINE,OCTYLDODECANOL,PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE,SODIUM CHLORIDE,SODIUM HYALURONATE,SODIUM HYDROXIDE,TRISODIUM ETHYLENEDIAMINE DISUCCINATE,RETINOL,TOCOPHEROL,DICAPRYLYL ETHER,AMMONIUM POLYACRYLOYLDIMETHYL TAURATE,BEHENYL ALCOHOL,CAPRYLYL GLYCOL,CARBOMER,CETEARYL ALCOHOL,CETEARYL GLUCOSIDE,GLYCINE SOJA OIL / SOYBEAN OIL,HELIANTHUS ANNUUS SEED OIL / SUNFLOWER SEED OIL,HYDROXYETHYLCELLULOSE,LECITHIN,PHENETHYL ALCOHOL,POLOXAMER 188,POLYCAPROLACTONE,SORBITAN LAURATE,STEARETH-100,CI 40800 / BETA-CAROTENE,CHLORPHENESIN,PHENOXYETHANOL",,,,,,,,,,,
Kiehls,Calendula Serum-Infused Water Cream,"WATER,DIMETHICONE,GLYCERIN,PROPYLENE GLYCOL,PROPANEDIOL,PANTHENOL,DIMETHICONE/PEG-10/15 CROSSPOLYMER,BISABOLOL,DIISOPROPYL SEBACATE,SODIUM CHLORIDE,PHENOXYETHANOL,POLYMETHYLSILSESQUIOXANE,CHLORPHENESIN,CITRUS LIMON PEEL OIL / LEMON PEEL OIL,SODIUM CITRATE,CALENDULA OFFICINALIS FLOWER EXTRACT,LIMONENE,PEG-10 DIMETHICONE,TRISODIUM ETHYLENEDIAMINE DISUCCINATE,CALENDULA OFFICINALIS FLOWER,CITRIC ACID,DIPROPYLENE GLYCOL,GERANIUM MACULATUM OIL,CHAMOMILLA RECUTITA FLOWER OIL / MATRICARIA FLOWER OIL,CITRAL,CITRONELLOL,GERANIOL,FARNESOL,LINALOOL,TOCOPHEROL,CYMBOPOGON SCHOENANTHUS OIL,ARTEMISIA ABSINTHIUM EXTRACT",,,,,,,,,,,
Kiehls,Pure Vitality Skin Renewing Cream,WATER GLYCERIN PROPANEDIOL DICAPRYLYL ETHER GLYCERYL STEARATE LAUROYL LYSINE BUTYROSPERMUM PARKII BUTTER / SHEA BUTTER UNDECANE CETEARYL ALCOHOL ARGININE HYDROGENATED LECITHIN TRIDECANE MEL EXTRACT / HONEY EXTRACT MICA PANAX GINSENG ROOT EXTRACT CERA ALBA / BEESWAX CAPRYLOYL GLYCINE TOCOPHEROL CITRIC ACID SCLEROTIUM GUM XANTHAN GUM SALICYLIC ACID POTASSIUM SORBATE CEDRUS ATLANTICA BARK OIL LEUCONOSTOC/RADISH ROOT FERMENT FILTRATE GLYCINE SOJA OIL / SOYBEAN OIL ADENOSINE CARAMEL CANANGA ODORATA FLOWER OIL VANILLA PLANIFOLIA FRUIT EXTRACT BULNESIA SARMIENTOI WOOD OIL CITRUS AURANTIUM DULCIS PEEL OIL / ORANGE PEEL OIL PELARGONIUM GRAVEOLENS FLOWER OIL LIMONENE BENZYL BENZOATE FARNESOL HELIANTHUS ANNUUS SEED OIL / SUNFLOWER SEED OIL,,,,,,,,,,,
Kiehls,Rare Earth Pore Refining Tonic,"Water,Alcohol Denat.,Glycerin,Propanediol,Silica,Phenoxyethanol,Zinc Oxide,Methyl Methacrylate Crosspolymer,Kaolin,Zinc Gluconate,Aloe Barbadensis/Aloe Barbadensis Leaf Juice,Avena Sativa Flour/Oat Kernel Flour,Menthoxypropanediol,Hamamelis Virginiana Water/Witch Hazel Leaf Water,Allantoin,Salicylic Acid",,,,,,,,,,,
Kiehls,Milk-Peel Gentle Exfoliating Toner,"Water,Hydrogenated Polydecene,Caprylic/Capric Triglyceride,Squalane,Carthamus Tinctorius Seed Oil / Safflower Seed Oil,1,2-Hexanediol,PEG-6 Caprylic/Capric Glycerides,PEG-40 Glyceryl Cocoate,Phenoxyethanol,Sodium Coceth Sulfate,Capryloyl,Salicylic Acid,Tromethamine,Ethylhexylglycerin,Citrus Nobilis Peel Oil / Mandarin Orange Peel Oil,Adenosine,Limonene,Caprylyl Glycol,Anthemis Nobilis Flower Oil,Cupressus Sempervirens Leaf/Nut/Stem Oil,Prunus Amygdalus Dulcis Seed Extract / Sweet Almond Seed Extract,Benzyl Alcohol,Xanthan Gum,Silybum Marianum Extract,Tocopherol,Dehydroacetic Acid,Lactic Acid",,,,,,,,,,,
Kiehls,Cucumber Herbal Alcohol-Free Toner,"WATER,PROPANEDIOL,PROPYLENE GLYCOL,PHENOXYETHANOL,SODIUM PCA,SODIUM BENZOATE,ALLANTOIN,CHAMOMILLA RECUTITA FLOWER EXTRACT / MATRICARIA FLOWER EXTRACT,GLUCOSE,CUCUMIS SATIVUS FRUIT EXTRACT / CUCUMBER FRUIT EXTRACT,ALOE BARBADENSIS LEAF JUICE POWDER,CAMPHOR,URTICA DIOICA EXTRACT / NETTLE EXTRACT,EQUISETUM ARVENSE EXTRACT,BETULA ALBA LEAF EXTRACT,CI 19140 / YELLOW 5,POTASSIUM SORBATE,CI 14700 / RED 4,CI 42090 / BLUE 1,SODIUM HYDROXIDE,CITRIC ACID",,,,,,,,,,,
Kiehls,Blue Astringent Herbal Lotion,"WATER,ALCOHOL DENAT.,ALUMINUM CHLOROHYDRATE,PEG-60 HYDROGENATED CASTOR OIL,SODIUM PCA,PARFUM / FRAGRANCE,CAMPHOR,MENTHOL,HAMAMELIS VIRGINIANA / WITCH HAZEL WATER,LIMONENE,CITRAL,ALOE BARBADENSIS / ALOE BARBADENSIS LEAF JUICE,CI 42090 / BLUE 1",,,,,,,,,,,
Kiehls,Cactus Flower & Tibetan-Ginseng Hydrating Mist,"WATER / EAU,ALCOHOL DENAT.,GLYCERIN,PEG-40 HYDROGENATED CASTOR OIL,LAVANDULA ANGUSTIFOLIA OIL / LAVENDER OIL,PELARGONIUM GRAVEOLENS FLOWER OIL,BUTYLENE GLYCOL,LINALOOL,CITRONELLOL,HYDROLYZED OPUNTIA FICUS-INDICA FLOWER EXTRACT,GERANIOL,ROSMARINUS OFFICINALIS LEAF OIL / ROSEMARY LEAF OIL,PHENOXYETHANOL,RHODIOLA CRENULATA ROOT EXTRACT,ETHYLHEXYLGLYCERIN,CITRAL,LIMONENE",,,,,,,,,,,
Kiehls,Clearly Corrective Brightening & Soothing Treatment Water,"WATER,GLYCERIN,DIPROPYLENE GLYCOL,BUTYLENE GLYCOL,ALCOHOL DENAT.,METHYL GLUCETH-20,3-O-ETHYL ASCORBIC ACID,PHENOXYETHANOL,SODIUM CITRATE,DIPOTASSIUM GLYCYRRHIZATE,PPG-6-DECYLTETRADECETH-30,CITRIC ACID,HYDROXYPROPYL TETRAHYDROPYRANTRIOL,PROPYLENE GLYCOL,SALICYLIC ACID,XANTHAN GUM,LAVANDULA ANGUSTIFOLIA OIL / LAVENDER OIL,DISODIUM EDTA,LINALOOL,SYNTHETIC FLUORPHLOGOPITE,CI 77891 / TITANIUM DIOXIDE,CITRUS AURANTIUM TACHIBANA PEEL EXTRACT,PAEONIA SUFFRUTICOSA ROOT EXTRACT,TOCOPHEROL",,,,,,,,,,,
Kiehls,Nightly Refining Micro-Peel Concentrate,"Alcohol Denat.,Hydroxyethylpiperazine Ethane Sulfonic Acid,Hydroxyethyl Urea,Sodium Citrate,Vaccinium Myrtillus Fruit Extract,Sodium Hydroxide,Chenopodium Quinoa Seed Extract,Saccharum Officinarum Extract/Sugar Cane Extract,Glycerin,Propanediol,Phytic Acid,Carrageenan,Phenoxyethanol,Citrus Aurantium Dulcis Fruit Water/Orange Fruit Water,Citrus Limon Fruit Extract/Lemon Fruit Extract,Disodium EDTA,Acer Saccharinum Extract/Sugar Maple Extract,Hydrolyzed Opuntia Ficus-Indica Flower Extract,Potassium Sorbate,Aloe Barbadensis Leaf Juice Powder,Adenosine,Ethylhexylglycerin,Citrus Aurantium Dulcis Juice/Orange Juice,Sodium Benzoate,Ascorbyl Glucoside",,,,,,,,,,,
Kiehls,Youth Dose Eye Treatment,"Water,Dimethicone,Glycerin,Dimethicone/Vinyl Dimethicone Crosspolymer,Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer,Hydroxypropyl Tetrahydropyrantriol,Isonoyl Isononanoate,Propylene Glycol,Ascorbyl Glucoside,Octyldodecanol,Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone,Methyl Methacrylate Crosspolymer,Boron,Nitride,CI 77891/Titanium Dioxide,Mica,Phenoxyethanol,PEG/PPG- 18/18 Dimethicone,Silica Silylate,Hydrolyzed Soy Protein,CI 77163/Bismuth Oxychloride,Sodium Hyaluronate,Chlorphenesin,Magnesium Sulfate,Sodium Hydroxide,Caffeine,Retinyl Palmitate,Vitis Vinifera Seed Extract/Grape Seed Extract,Capryloyl Salicylic Acid,Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate,Tetrasodium EDTA,CI 77491/Iron Oxides,Adenosine,Pentylene Glycol,Tocopherol",,,,,,,,,,,
Kiehls,Super Multi-Corrective Eye-Opening Serum,"Water,Rhamnose,Glycerin,Alcohol Denat.,Dimethicone,Hydroxyethylpiperazine Ethane Sulfonic Acid,Octyldodecanol,Sodium Hyaluronate,Mica,Phenoxyethanol,Ammonium Polyacryldimethyltauramide/ Ammonium Polyacryloyldimethyl Taurate,CI 77891/Titanium Dioxide,Chlorphenesin,Acrylates/ C10-30 Alkyl Acrylate Crosspolymer,Triethanolamine,Xanthan Gum,PEG-20 Methyl Glucose Sesquistearate,Disodium EDTA,Adenosine,Salicyloyl Phytosphingosine.",,,,,,,,,,,
Kiehls,Vital Skin-Strengthening Hyaluronic Acid Super Serum,"WATER,DIMETHICONE,GLYCERIN,ALCOHOL DENAT.,HAMAMELIS VIRGINIANA WATER / WITCH HAZEL WATER,PROPANEDIOL,PHENOXYETHANOL,TOCOPHEROL,AMMONIUM POLYACRYLOYLDIMETHYL TAURATE,SCHISANDRA CHINENSIS FRUIT EXTRACT,CAPRYLOYL SALICYLIC ACID,CAPRYLYL GLYCOL,XANTHAN GUM,PEG-60 HYDROGENATED CASTOR OIL,PANAX GINSENG ROOT EXTRACT,SODIUM ACETYLATED HYALURONATE,PEG-20 METHYL GLUCOSE SESQUISTEARATE,DISODIUM EDTA,OCIMUM SANCTUM LEAF EXTRACT,CITRUS AURANTIUM DULCIS PEEL OIL / ORANGE PEEL OIL,LIMONENE,ADENOSINE,SODIUM HYDROXIDE,METHYLDIHYDROJASMONATE,CITRIC ACID,EUGENOL,SODIUM BENZOATE,PELARGONIUM GRAVEOLENS FLOWER OIL,CITRAL,POTASSIUM SORBATE,LAVANDULA ANGUSTIFOLIA OIL / LAVENDER OIL,CYMBOPOGON SCHOENANTHUS OIL,CITRONELLOL,LINALOOL,GERANIOL,ROSMARINUS OFFICINALIS LEAF OIL / ROSEMARY LEAF OIL",,,,,,,,,,,
Kiehls,Calendula Herbal-Extract Alcohol-Free Toner,"WATER,PROPYLENE GLYCOL,PROPANEDIOL,PHENOXYETHANOL,CHLORPHENESIN,ARCTIUM LAPPA ROOT EXTRACT,DISODIUM EDTA,CALENDULA OFFICINALIS FLOWER EXTRACT,CALENDULA OFFICINALIS FLOWER,HYDROLYZED CORN STARCH,ALLANTOIN,HEDERA HELIX EXTRACT - IVY LEAF/STEM EXTRACT,GLYCERIN,ALTHAEA OFFICINALIS ROOT EXTRACT,SODIUM HYDROXIDE,CITRIC ACID",,,,,,,,,,,
Kiehls,Daily Reviving Concentrate Face Oil,"Caprylic/Capric Triglyceride,Dicaprylyl Ether,Dicaprylyl Carbonate,Squalane,Canola Oil,Helianthus Annuus Seed Oil Unsaponifiables/Sunflower Seed Oil Unsaponifiables,Tocopherol,Limonene,Citrus Aurantium Dulcis Peel Oil/Orange Peel Oil,Coriandrum Sativum Seed Oil/Coriander Seed Oil,Calophyllum Inophyllum Seed Oil,Rosa Rubiginosa Seed Oil,Citrus Grandis Peel Oil/Grapefruit Peel Oil,Zingiber Officinale Root Oil/Ginger Root Oil,Linalool,Citral,Geraniol,Malpighia Punicifolia/Acerola Fruit Extract",,,,,,,,,,,
SK-II,Facial Treatment Essence / Pitera Essence,"Galactomyces Ferment Filtrate (Pitera),Butylene Glycol,Pentylene Glycol,Water,Sodium Benzoate,Methylparaben,Sorbic Acid",,,,,,,,,,,
SK-II,GenOptics Aura Essence Serum,"Water,Galactomyces Ferment Filtrate (Pitera),Niacinamide,Butylene Glycol,Triethylhexanoin,Pentylene Glycol,Glycerin,Nylon-12,Phytosteryl/Octyldodecyl Lauroyl Glutamate,Polymethylsilsesquioxane,Boron Nitride,Panthenol,PEG-20 Sorbitan Cocoate,Inositol,Caprylic/Capric Triglyceride,Mica,Phenoxyethanol,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,PEG-11 Methyl Ether Dimethicone,Polyacrylamide,Aminomethyl Propanol,Undecylenoyl Phenylalanine,Benzyl Alcohol,C13-14 Isoparaffin,Disodium EDTA,Hydrolyzed Prunus Domestica,Xanthan Gum,Sodium Benzoate,Hexyldecanol,Laureth-7,Citrus Reticulata Peel Extract/Citrus Reticulata (Tangerine) Peel Extract,Methylparaben,Ascorbyl Glucoside,Prunus Mume Fruit Extract,Tocopherol,Fragrance,Limonene,Citronellol,Linalool,Geraniol,Ci 77891 (Titanium Dioxide)",,,,,,,,,,,
SK-II,SKINPOWER Essence Serum,"Water,Galactomyces Ferment Filtrate (Pitera),Glycerin,Butylene Glycol,Niacinamide,Polymethylsilsesquioxane,Peg-32,Pentylene Glycol,Xylitol,Peg/Ppg/Polybutylene Glycol-8/5/3 Glycerin,Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer,Dimethicone,Panthenol,Phenoxyethanol,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Polysorbate 20,Polyacrylamide,Benzyl Alcohol,Dimethiconol,Aminomethyl Propanol,C13-14 Isoparaffin,Disodium Edta,Paeonia Albiflora Root Extract,Sodium Benzoate,Xanthan Gum,Laureth-7,Peg-7 Glyceryl Cocoate,Methylparaben,Peg-11 Methyl Ether Dimethicone,Peg-100 Stearate,Fragrance,Houttuynia Cordata Extract,Palmitoyl Pentapeptide-4,Methylsilanol Tri-Peg-8 Glyceryl Cocoate,Polyquaternium-7,Zantedeschia Aethiopica Flower/Stem Extract",,,,,,,,,,,
SK-II,GenOptics Spot Essence Serum,"Water,Galactomyces Ferment Filtrate (Pitera),Butylene Glycol,Cyclopentasiloxane,Niacinamide,Triethylhexanoin,Glycerin,Pentylene Glycol,Nylon-12,Phytosteryl/Octyldodecyl Lauroyl Glutamate,Inositol,Polymethylsilsesquioxane,Boron Nitride,Caprylic/Capric Triglyceride,Panthenol,Peg-20 Sorbitan Cocoate,Dimethicone/Vinyl Dimethicone Crosspolymer,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Phenoxyethanol,Peg-11 Methyl Ether Dimethicone,Polyacrylamide,Laureth-7,Benzyl Alcohol,Aminomethyl Propanol,C13-14 Isoparaffin,Disodium Edta,Methylparaben,Hexyldecanol,Sodium Benzoate,Xanthan Gum,Ascorbyl Glucoside,Laminaria Saccharina Extract,Tocopherol,Zea Mays Oil/Zea Mays (Corn) Oil,Methicone,Ci 77492 (Iron Oxides),Ci 75130 (Beta-Carotene)",,,,,,,,,,,
SK-II,SKINPOWER Eye Cream,"Water,Glycerin,Galactomyces Ferment Filtrate (Pitera),Niacinamide,Isohexadecane,Butylene Glycol,Pentylene Glycol,Trehalose,Isopropyl Isostearate,Petrolatum,Dimethicone,Caprylic/Capric Triglyceride,Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer,Polyacrylamide,Polymethylsilsesquioxane,Phytosteryl/Behenyl/Octyldodecyl Lauroyl Glutamate,Stearyl Alcohol,Cetyl Alcohol,C13-14 Isoparaffin,Behenyl Alcohol,Dipentaerythrityl Tri-Polyhydroxystearate,Panthenol,Tocopheryl Acetate,Benzyl Alcohol,Dimethiconol,Methylparaben,Peg-100 Stearate,Cetearyl Alcohol,Cetearyl Glucoside,Laureth-7,Mica,Disodium Edta,Paeonia Albiflora Root Extract,Propylparaben,Palmitic Acid,Stearic Acid,Ethylparaben,Fragrance,Peg-7 Glyceryl Cocoate,Sodium Hydroxide,Hydrolyzed Lupine Protein,Medicago Sativa (Alfalfa) Extract,Houttuynia Cordata Extract,Palmitoyl Pentapeptide-4,Methylsilanol Tri-Peg-8 Glyceryl Cocoate,Polyquaternium-7,Methicone,Zantedeschia Aethiopica Flower/Stem Extract,Ci 77891,Ci 77492",,,,,,,,,,,
SK-II,SKINPOWER Cream,"Water,Glycerin,Galactomyces Ferment Filtrate (Pitera),Isohexadecane,Niacinamide,Isopropyl Isostearate,Butylene Glycol,Butyrospermum Parkii (Shea) Butter,Caprylic/Capric Triglyceride,Pentylene Glycol,Dimethicone,Phytosteryl/Behenyl/Octyldodecyl Lauroyl Glutamate,Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer,Stearyl Alcohol,Cetyl Alcohol,Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,Behenyl Alcohol,Panthenol,Tocopheryl Acetate,Benzyl Alcohol,Dimethiconol,Peg-100 Stearate,Cetearyl Alcohol,Cetearyl Glucoside,Polysorbate 80,Polymethylsilsesquioxane,Methylparaben,Disodium Edta,Fragrance,Paeonia Albiflora Root Extract,Palmitic Acid,Stearic Acid,Propylparaben,Ethylparaben,Sorbitan Oleate,Peg-7 Glyceryl Cocoate,Sodium Hydroxide,Houttuynia Cordata Extract,Palmitoyl Pentapeptide-4,Methylsilanol Tri-Peg-8 Glyceryl Cocoate,Zantedeschia Aethiopica Flower/Stem Extract,Polyquaternium-7,Methicone,Ci 77891,Ci 77492",,,,,,,,,,,
Dior,CAPTURE TOTALE Super Potent Serum ,"WATER,GLYCERIN,NIACINAMIDE,BUTYLENE GLYCOL,SQUALANE,LIMNANTHES ALBA (MEADOWFOAM) SEED OIL,PENTYLENE GLYCOL,ALCOHOL,PROPANEDIOL,BETAINE,DIGLYCERIN,LAUROYL LYSINE,PEG-8,AFRAMOMUM ANGUSTIFOLIUM SEED EXTRACT,PAEONIA LACTIFLORA ROOT EXTRACT,LILIUM CANDIDUM BULB EXTRACT,JASMINUM OFFICINALE (JASMINE) FLOWER EXTRACT,SODIUM SURFACTIN,SODIUM ACETYLATED HYALURONATE,HYDROLYZED SOY PROTEIN,ASCORBYL GLUCOSIDE,SODIUM TOCOPHERYL PHOSPHATE,ADENOSINE,XYLITOL,TREHALOSE,PALMARIA PALMATA EXTRACT,SODIUM HYALURONATE,HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER,BORON NITRIDE,CAPRYLYL GLYCOL,HYDROGENATED LECITHIN,PARFUM (FRAGRANCE),CHLORPHENESIN,ALCALIGENES POLYSACCHARIDES,POLYSORBATE 60,SORBITAN ISOSTEARATE,CI 14700 (RED 4),CI 60730 (EXT. VIOLET 2),SODIUM BENZOATE,POTASSIUM SORBATE,TOCOPHEROL",,,,,,,,,,,
Dior,ONE ESSENTIALSkin Boosting Super Serum,"WATER,BUTYLENE GLYCOL,GLYCERIN,CAPRYLIC/CAPRIC/SUCCINIC TRIGLYCERIDE,ALCOHOL,POLYMETHYLSILSESQUIOXANE,PROPANEDIOL,MALTITOL,PEG-60 HYDROGENATED CASTOR OIL,MALVA SYLVESTRIS (MALLOW) EXTRACT,HIBISCUS SABDARIFFA FLOWER EXTRACT,AFRAMOMUM ANGUSTIFOLIUM SEED EXTRACT,LILIUM CANDIDUM BULB EXTRACT,PEG-32,PEG-8,PENTYLENE GLYCOL,DECYLOXAZOLIDINONE,ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER,MALTODEXTRIN,CHLORPHENESIN,PARFUM (FRAGRANCE),PEG-7 GLYCERYL COCOATE,TETRASODIUM EDTA,FAEX (YEAST EXTRACT),SODIUM HYDROXIDE,HYDROXYACETOPHENONE,LECITHIN,SQUALANE,PYRUS CYDONIA SEED EXTRACT,ALCALIGENES POLYSACCHARIDES,DIMETHYLMETHOXY CHROMANOL,ADENOSINE,SORBITOL,XANTHAN GUM,BIOSACCHARIDE GUM-1,SODIUM METABISULFITE,SODIUM TOCOPHERYL PHOSPHATE,ALGIN,1,2-HEXANEDIOL,CAPRYLYL GLYCOL,POTASSIUM SORBATE,CITRIC ACID,LIMONENE,POLYVINYL ALCOHOL,ALPHA-ISOMETHYL IONONE,CELLULOSE GUM,GERANIOL,SODIUM BENZOATE,CITRONELLOL,PHAEODACTYLUM TRICORNUTUM EXTRACT,HABERLEA RHODOPENSIS LEAF EXTRACT",,,,,,,,,,,
Dior,CAPTURE DREAMSKIN,"WATER,DIMETHICONE,CYCLOPENTASILOXANE,GLYCERIN,BUTYROSPERMUM PARKII (SHEA) BUTTER,NIACINAMIDE,POLYSILICONE-11,PEG-9 POLYDIMETHYLSILOXYETHYL DIMETHICONE,ALCOHOL,METHYL METHACRYLATE CROSSPOLYMER,BUTYLENE GLYCOL,CI 77891 (TITANIUM DIOXIDE),PARFUM (FRAGRANCE),MICA,DISTEARDIMONIUM HECTORITE,PHENOXYETHANOL,BORON NITRIDE,DECYLOXAZOLIDINONE,MAGNESIUM SULFATE,SORBITAN SESQUIOLEATE,XYLITOL,PROPYLENE CARBONATE,CITRIC ACID,MENTHOXYPROPANEDIOL,ASCORBYL GLUCOSIDE,SODIUM BENZOATE,SYNTHETIC FLUORPHLOGOPITE,TRIETHOXYCAPRYLYLSILANE,SODIUM HYDROXIDE,ADENOSINE,SAPONINS,POTASSIUM SORBATE,LIMONENE,MALVA SYLVESTRIS (MALLOW) EXTRACT,ALUMINUM HYDROXIDE,CI 77491 (IRON OXIDES),TOCOPHEROL,GERANIOL,SACCHARIDE ISOMERATE,PALMARIA PALMATA EXTRACT,ALPHA-ISOMETHYL IONONE,CITRONELLOL,CI 77492 (IRON OXIDES),CITRAL,AFRAMOMUM ANGUSTIFOLIUM SEED EXTRACT,JASMINUM OFFICINALE (JASMINE) FLOWER EXTRACT",,,,,,,,,,,
Dior,CAPTURE TOTALE SUPER POTENT EYE SERUM,"WATER,GLYCERIN,PROPANEDIOL,NIACINAMIDE,BUTYLENE GLYCOL,DIGLYCERIN,POLYGLYCERIN-3,BORON NITRIDE,AFRAMOMUM ANGUSTIFOLIUM SEED EXTRACT,PAEONIA LACTIFLORA ROOT EXTRACT,LILIUM CANDIDUM BULB EXTRACT,JASMINUM OFFICINALE (JASMINE) FLOWER EXTRACT,AVENA SATIVA (OAT) KERNEL EXTRACT,SACCHAROMYCES CEREVISIAE EXTRACT,SECALE CEREALE (RYE) SEED EXTRACT,ASCORBYL GLUCOSIDE,ADENOSINE,SODIUM TOCOPHERYL PHOSPHATE,PALMARIA PALMATA EXTRACT,HYDROLYZED SOY PROTEIN,ALCOHOL,XYLITOL,CHLORPHENESIN,PARFUM (FRAGRANCE),HYDROXYACETOPHENONE,CI 77891 (TITANIUM DIOXIDE),SODIUM HYDROXIDE,SODIUM SURFACTIN,PYRUS CYDONIA SEED EXTRACT,SODIUM BENZOATE,BIOSACCHARIDE GUM-2,1,2-HEXANEDIOL,SODIUM ACETYLATED HYALURONATE,SODIUM METABISULFITE,POTASSIUM SORBATE,TREHALOSE,PENTYLENE GLYCOL,CARBOMER,ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER,MICA,CAPRYLYL GLYCOL",,,,,,,,,,,
